t,cmdty,market_id,market_name,state_id,state_name,district_id,district_name,variety,p_min,p_max,p_modal
"2023-12-31","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58600","58800","58700"
"2023-12-31","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","57500","57600","57550"
"2023-12-30","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58600","58800","58700"
"2023-12-30","Pepper - ungarbled","3073","Ezhamkulam","32","Kerala","599","Pathanamthitta","Other","59600","63500","63500"
"2023-12-30","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","55400","59400","57400"
"2023-12-30","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","57500","57600","57550"
"2023-12-29","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","59100","59300","59200"
"2023-12-28","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58000","58300","58200"
"2023-12-28","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","54700","58700","56700"
"2023-12-28","Pepper - ungarbled","3073","Ezhamkulam","32","Kerala","599","Pathanamthitta","Other","59500","64000","63000"
"2023-12-27","Pepper - ungarbled","3076","Ranniangadi","32","Kerala","599","Pathanamthitta","Other","57000","57200","57000"
"2023-12-27","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","55200","59200","57200"
"2023-12-26","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58600","58800","58700"
"2023-12-24","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58400","58600","58500"
"2023-12-23","Pepper - ungarbled","3076","Ranniangadi","32","Kerala","599","Pathanamthitta","Other","56800","57100","57000"
"2023-12-23","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","55300","59300","57300"
"2023-12-23","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58900","59100","59000"
"2023-12-22","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","58200","58600","58400"
"2023-12-22","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58600","58800","58700"
"2023-12-22","Pepper - ungarbled","3073","Ezhamkulam","32","Kerala","599","Pathanamthitta","Other","59300","62000","61500"
"2023-12-21","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","57500","57600","57550"
"2023-12-21","Pepper - ungarbled","538","Parakkodu","32","Kerala","599","Pathanamthitta","Other","45800","45900","45900"
"2023-12-21","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","55200","59200","57200"
"2023-12-21","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","59800","60000","59900"
"2023-12-20","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","59100","59500","59300"
"2023-12-20","Pepper - ungarbled","3076","Ranniangadi","32","Kerala","599","Pathanamthitta","Other","57000","57100","57000"
"2023-12-20","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","57500","57600","57550"
"2023-12-20","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58800","59000","58900"
"2023-12-19","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58800","58900","58900"
"2023-12-19","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","57500","57600","57550"
"2023-12-18","Pepper - ungarbled","538","Parakkodu","32","Kerala","599","Pathanamthitta","Other","56500","57000","56800"
"2023-12-18","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58700","58900","58800"
"2023-12-18","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","57500","57600","57550"
"2023-12-17","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","49900","59300","59100"
"2023-12-16","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58700","58900","58800"
"2023-12-16","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","57500","57600","57550"
"2023-12-16","Pepper - ungarbled","3076","Ranniangadi","32","Kerala","599","Pathanamthitta","Other","58000","58300","58200"
"2023-12-15","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","58800","59200","59000"
"2023-12-15","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","59600","59800","59700"
"2023-12-15","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","57500","57600","57550"
"2023-12-14","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58800","59000","58900"
"2023-12-14","Pepper - ungarbled","538","Parakkodu","32","Kerala","599","Pathanamthitta","Other","56000","56500","56500"
"2023-12-13","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58800","59000","58900"
"2023-12-13","Pepper - ungarbled","3076","Ranniangadi","32","Kerala","599","Pathanamthitta","Other","57800","58000","58000"
"2023-12-12","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","59900","60000","59950"
"2023-12-11","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58800","59000","58900"
"2023-12-09","Pepper - ungarbled","3076","Ranniangadi","32","Kerala","599","Pathanamthitta","Other","57700","58000","57800"
"2023-12-08","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58800","59000","58900"
"2023-12-07","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","59200","59400","59300"
"2023-12-06","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","59600","59800","59700"
"2023-12-06","Pepper - ungarbled","3076","Ranniangadi","32","Kerala","599","Pathanamthitta","Other","57500","57700","57600"
"2023-12-05","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","59400","59600","59500"
"2023-12-05","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","59900","60000","59950"
"2023-12-05","Pepper - ungarbled","3073","Ezhamkulam","32","Kerala","599","Pathanamthitta","Other","58700","61700","61700"
"2023-12-04","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","58400","58800","58600"
"2023-12-04","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","59100","59300","59200"
"2023-12-04","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","59900","60000","59950"
"2023-12-02","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","58400","58800","58600"
"2023-12-02","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","59100","59300","59200"
"2023-12-01","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","59900","60000","59950"
"2023-12-01","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58800","59000","58900"
"2023-12-01","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","58400","58800","58600"
"2023-11-30","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","59900","60000","59950"
"2023-11-30","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58700","58900","58800"
"2023-11-30","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","58800","59200","59000"
"2023-11-30","Pepper - ungarbled","538","Parakkodu","32","Kerala","599","Pathanamthitta","Other","56500","57000","57000"
"2023-11-29","Pepper - ungarbled","3076","Ranniangadi","32","Kerala","599","Pathanamthitta","Other","57200","57400","57300"
"2023-11-29","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58900","59100","59000"
"2023-11-29","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","59900","60000","59950"
"2023-11-28","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58900","59100","59000"
"2023-11-28","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","58800","59200","59000"
"2023-11-28","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","59900","60000","59950"
"2023-11-27","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","58900","59300","59100"
"2023-11-27","Pepper - ungarbled","538","Parakkodu","32","Kerala","599","Pathanamthitta","Other","45500","46500","46000"
"2023-11-27","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","59900","60000","59950"
"2023-11-27","Pepper - ungarbled","3073","Ezhamkulam","32","Kerala","599","Pathanamthitta","Other","59000","61500","61500"
"2023-11-25","Pepper - ungarbled","3076","Ranniangadi","32","Kerala","599","Pathanamthitta","Other","57000","57200","57000"
"2023-11-25","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","59000","59400","59200"
"2023-11-25","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58900","59100","59000"
"2023-11-24","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","59400","59800","59600"
"2023-11-24","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58800","59000","58900"
"2023-11-24","Pepper - ungarbled","3073","Ezhamkulam","32","Kerala","599","Pathanamthitta","Other","58800","61300","61300"
"2023-11-24","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","59900","60000","59950"
"2023-11-23","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","59900","60000","59950"
"2023-11-23","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","59800","60000","59900"
"2023-11-23","Pepper - ungarbled","3073","Ezhamkulam","32","Kerala","599","Pathanamthitta","Other","58600","61200","61200"
"2023-11-22","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","59400","59800","59600"
"2023-11-22","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","59900","60000","59950"
"2023-11-22","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","59800","60000","59900"
"2023-11-22","Pepper - ungarbled","3076","Ranniangadi","32","Kerala","599","Pathanamthitta","Other","57000","57200","57100"
"2023-11-21","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","59200","59400","59300"
"2023-11-21","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","59400","59800","59600"
"2023-11-21","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","59900","60000","59950"
"2023-11-20","Pepper - ungarbled","2154","Pulpally","32","Kerala","590","Wayanad","Other","58800","59000","58900"
"2023-11-20","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","59400","59800","59600"
"2023-11-20","Pepper - ungarbled","142","Manjeri","32","Kerala","592","Malappuram","Other","59900","60000","59950"
"2023-11-20","Pepper - ungarbled","538","Parakkodu","32","Kerala","599","Pathanamthitta","Other","56500","57500","57000"
"2023-11-18","Pepper - ungarbled","3075","Kuttoor","32","Kerala","599","Pathanamthitta","Other","59300","59700","59500"
"2023-11-18","Pepper - ungarbled","3076","Ranniangadi","32","Kerala","599","Pathanamthitta","Other","57000","57400","57200"
